tick,npc_id,hp,max_hp,stress,resentment,identity_integrity,intent,intent_score,emotion,gold,delta_stress,delta_gold,delta_hp,max_urgency,active_drives
99,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.664,нейтрально,99.65,0.0,0.0,0,0.34,
99,maid_lusya,15,15,3.74,0.0,1.0,call_for_help,0.156,нейтрально,7.15,0.01,0.0,0,0.33,
99,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.777,нейтрально,62.75,0.0,0.0,0,0.33,
99,thief_shadow,35,35,36.47,0.0,1.0,ambush,0.567,нейтрально,35.35,1.0,0.0,0,0.95,income_urge(0.95)
99,tavern_keeper_tornin,40,40,0.09,0.0,1.0,talk,0.627,нейтрально,43.86,0.03,0.0,0,0.33,obligation(1.00)
99,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
100,guard_borko,30,30,0.0,0.0,1.0,ambush,0.439,нейтрально,18.46,0.0,0.0,0,0.34,
100,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.686,нейтрально,99.65,0.0,0.0,0,0.43,
100,maid_lusya,15,15,3.75,0.0,1.0,call_for_help,0.164,нейтрально,7.15,0.01,0.0,0,0.41,
100,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.813,нейтрально,62.75,0.0,0.0,0,0.42,
100,thief_shadow,35,35,37.47,0.0,1.0,ambush,0.61,нейтрально,35.35,1.0,0.0,0,0.95,income_urge(0.95)
100,tavern_keeper_tornin,40,40,0.12,0.0,1.0,talk,0.606,нейтрально,43.86,0.03,0.0,0,0.34,obligation(1.00)
100,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
101,guard_borko,30,30,0.0,0.0,1.0,ambush,0.377,нейтрально,18.46,0.0,0.0,0,0.36,
101,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.569,нейтрально,99.65,0.0,0.0,0,0.35,
101,maid_lusya,15,15,3.76,0.0,1.0,idle,0.0,нейтрально,7.15,0.01,0.0,0,0.49,
101,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.875,нейтрально,62.75,0.0,0.0,0,0.35,
101,thief_shadow,35,35,38.47,0.0,1.0,ambush,0.586,нейтрально,35.35,1.0,0.0,0,0.95,income_urge(0.95)
101,tavern_keeper_tornin,40,40,0.15,0.0,1.0,talk,0.661,нейтрально,43.86,0.03,0.0,0,0.35,obligation(1.00)
101,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
102,guard_borko,30,30,0.0,0.0,1.0,ambush,0.485,нейтрально,18.46,0.0,0.0,0,0.43,
102,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.557,нейтрально,99.65,0.0,0.0,0,0.36,
102,maid_lusya,15,15,3.77,0.0,1.0,seek_ally,0.302,нейтрально,7.15,0.01,0.0,0,0.58,
102,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.851,нейтрально,62.75,0.0,0.0,0,0.36,
102,thief_shadow,35,35,39.47,0.0,1.0,ambush,0.478,нейтрально,35.35,1.0,0.0,0,0.95,income_urge(0.95)
102,tavern_keeper_tornin,40,40,0.18,0.0,1.0,talk,0.396,нейтрально,43.86,0.03,0.0,0,0.42,obligation(1.00)
102,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
103,guard_borko,30,30,0.0,0.0,1.0,ambush,0.431,нейтрально,18.46,0.0,0.0,0,0.5,
103,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.288,нейтрально,99.65,0.0,0.0,0,0.37,
103,maid_lusya,15,15,3.78,0.0,1.0,seek_ally,0.222,нейтрально,7.15,0.01,0.0,0,0.66,hunger(0.66)
103,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.926,нейтрально,62.75,0.0,0.0,0,0.37,
103,thief_shadow,35,35,40.47,0.0,1.0,ambush,0.248,нейтрально,35.35,1.0,0.0,0,0.95,hunger(0.66); income_urge(0.95)
103,tavern_keeper_tornin,40,40,0.21,0.0,1.0,talk,0.385,нейтрально,43.86,0.03,0.0,0,0.38,obligation(1.00)
103,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
104,guard_borko,30,30,0.0,0.0,1.0,ambush,0.632,нейтрально,18.46,0.0,0.0,0,0.57,
104,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.544,нейтрально,99.65,0.0,0.0,0,0.38,
104,maid_lusya,15,15,3.79,0.0,1.0,seek_ally,0.354,нейтрально,7.04,0.01,0.0,0,0.37,
104,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.871,нейтрально,62.75,0.0,0.0,0,0.38,
104,thief_shadow,35,35,41.47,0.0,1.0,ambush,0.255,нейтрально,35.24,1.0,0.0,0,0.95,income_urge(0.95)
104,tavern_keeper_tornin,40,40,0.24,0.0,1.0,talk,0.262,нейтрально,44.08,0.03,0.0,0,0.39,obligation(1.00)
104,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
105,guard_borko,30,30,0.0,0.0,1.0,ambush,0.43,нейтрально,18.46,0.0,0.0,0,0.64,hunger(0.64)
105,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.746,нейтрально,99.65,0.0,0.0,0,0.43,
105,maid_lusya,15,15,3.8,0.0,1.0,seek_ally,0.232,нейтрально,7.04,0.01,0.0,0,0.38,
105,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.967,нейтрально,62.75,0.0,0.0,0,0.42,
105,thief_shadow,35,35,42.47,0.0,1.0,block_path,0.374,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
105,tavern_keeper_tornin,40,40,0.27,0.0,1.0,talk,0.157,нейтрально,44.08,0.03,0.0,0,0.4,obligation(1.00)
105,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
106,guard_borko,30,30,0.0,0.0,1.0,ambush,0.429,нейтрально,18.35,0.0,0.0,0,0.41,
106,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.581,нейтрально,102.65,0.0,0.0,0,0.4,
106,maid_lusya,15,15,3.81,0.0,1.0,seek_ally,0.414,нейтрально,7.04,0.01,0.0,0,0.39,
106,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.922,нейтрально,62.75,0.0,0.0,0,0.4,
106,thief_shadow,35,35,43.47,0.0,1.0,block_path,0.406,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
106,tavern_keeper_tornin,40,40,0.3,0.0,1.0,talk,0.153,нейтрально,44.19,0.03,0.0,0,0.41,obligation(1.00)
106,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
107,guard_borko,30,30,0.0,0.0,1.0,ambush,0.226,нейтрально,18.35,0.0,0.0,0,0.42,
107,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.675,нейтрально,102.65,0.0,0.0,0,0.41,
107,maid_lusya,15,15,3.82,0.0,1.0,seek_ally,0.409,нейтрально,7.04,0.01,0.0,0,0.4,
107,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.675,нейтрально,62.75,0.0,0.0,0,0.41,
107,thief_shadow,35,35,44.47,0.0,1.0,block_path,0.609,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
107,tavern_keeper_tornin,40,40,0.33,0.0,1.0,trade,0.335,нейтрально,44.19,0.03,0.0,0,0.42,obligation(1.00)
107,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
108,guard_borko,30,30,0.0,0.0,1.0,ambush,0.193,нейтрально,18.35,0.0,0.0,0,0.43,
108,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.657,нейтрально,102.65,0.0,0.0,0,0.42,
108,maid_lusya,15,15,3.83,0.0,1.0,seek_ally,0.376,нейтрально,7.04,0.01,0.0,0,0.41,
108,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.76,нейтрально,62.75,0.0,0.0,0,0.42,
108,thief_shadow,35,35,45.47,0.0,1.0,block_path,0.516,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
108,tavern_keeper_tornin,40,40,0.36,0.0,1.0,trade,0.385,нейтрально,44.19,0.03,0.0,0,0.43,obligation(1.00)
108,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
109,guard_borko,30,30,0.0,0.0,1.0,idle,0.0,нейтрально,18.35,0.0,0.0,0,0.44,
109,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.714,нейтрально,102.65,0.0,0.0,0,0.43,
109,maid_lusya,15,15,3.84,0.0,1.0,seek_ally,0.49,нейтрально,7.04,0.01,0.0,0,0.42,
109,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.551,нейтрально,62.75,0.0,0.0,0,0.43,
109,thief_shadow,35,35,46.47,0.0,1.0,block_path,0.535,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
109,tavern_keeper_tornin,40,40,0.39,0.0,1.0,trade,0.391,нейтрально,44.19,0.03,0.0,0,0.44,obligation(1.00)
109,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
110,guard_borko,30,30,0.0,0.0,1.0,block_path,0.321,нейтрально,18.35,0.0,0.0,0,0.45,
110,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.803,нейтрально,102.65,0.0,0.0,0,0.44,
110,maid_lusya,15,15,3.85,0.0,1.0,seek_ally,0.259,нейтрально,7.04,0.01,0.0,0,0.43,
110,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.427,нейтрально,62.75,0.0,0.0,0,0.44,
110,thief_shadow,35,35,47.47,0.0,1.0,block_path,0.617,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
110,tavern_keeper_tornin,40,40,0.42,0.0,1.0,trade,0.381,нейтрально,44.19,0.03,0.0,0,0.45,obligation(1.00)
110,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
111,guard_borko,30,30,0.0,0.0,1.0,block_path,0.435,нейтрально,18.35,0.0,0.0,0,0.46,
111,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.746,нейтрально,102.65,0.0,0.0,0,0.51,
111,maid_lusya,15,15,3.86,0.0,1.0,seek_ally,0.335,нейтрально,7.04,0.01,0.0,0,0.44,
111,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.347,нейтрально,62.75,0.0,0.0,0,0.5,
111,thief_shadow,35,35,50.95,0.0,1.0,block_path,0.666,тревога,35.24,3.48,0.0,0,0.95,income_urge(0.95)
111,tavern_keeper_tornin,40,40,0.45,0.0,1.0,trade,0.332,нейтрально,44.19,0.03,0.0,0,0.46,obligation(1.00)
111,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
112,guard_borko,30,30,0.0,0.0,1.0,block_path,0.347,нейтрально,18.35,0.0,0.0,0,0.47,
112,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.675,нейтрально,102.65,0.0,0.0,0,0.6,
112,maid_lusya,15,15,3.87,0.0,1.0,idle,0.0,нейтрально,7.04,0.01,0.0,0,0.45,
112,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.275,нейтрально,62.75,0.0,0.0,0,0.59,
112,thief_shadow,35,35,51.95,0.0,1.0,block_path,0.583,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
112,tavern_keeper_tornin,40,40,0.48,0.0,1.0,trade,0.529,нейтрально,44.19,0.03,0.0,0,0.47,obligation(1.00)
112,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
113,guard_borko,30,30,0.0,0.0,1.0,block_path,0.487,нейтрально,18.35,0.0,0.0,0,0.48,
113,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.657,нейтрально,102.65,0.0,0.0,0,0.68,hunger(0.68)
113,maid_lusya,15,15,3.88,0.0,1.0,call_for_help,0.25,нейтрально,7.04,0.01,0.0,0,0.46,
113,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.203,нейтрально,62.75,0.0,0.0,0,0.67,hunger(0.67)
113,thief_shadow,35,35,52.95,0.0,1.0,block_path,0.537,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
113,tavern_keeper_tornin,40,40,0.51,0.0,1.0,trade,0.499,нейтрально,44.19,0.03,0.0,0,0.49,obligation(1.00)
113,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.45,0.0,0.0,0,0.95,hunger
114,guard_borko,30,30,0.0,0.0,1.0,block_path,0.422,нейтрально,18.35,0.0,0.0,0,0.49,
114,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.551,нейтрально,104.04,0.0,0.0,0,0.48,
114,maid_lusya,15,15,3.89,0.0,1.0,change_role,0.208,нейтрально,7.04,0.01,0.0,0,0.47,
114,blacksmith_orm,45,45,0.0,0.0,1.0,offer_job,0.265,нейтрально,62.64,0.0,0.0,0,0.48,
114,thief_shadow,35,35,53.95,0.0,1.0,block_path,0.451,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
114,tavern_keeper_tornin,40,40,0.54,0.0,1.0,trade,0.56,нейтрально,44.52,0.03,0.0,0,0.5,obligation(1.00)
114,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
115,guard_borko,30,30,0.0,0.0,1.0,block_path,0.523,нейтрально,18.35,0.0,0.0,0,0.5,
115,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.41,нейтрально,104.04,0.0,0.0,0,0.49,
115,maid_lusya,15,15,3.9,0.0,1.0,change_role,0.16,нейтрально,7.04,0.01,0.0,0,0.48,
115,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.713,нейтрально,62.64,0.0,0.0,0,0.49,
115,thief_shadow,35,35,54.95,0.0,1.0,block_path,0.402,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
115,tavern_keeper_tornin,40,40,0.57,0.0,1.0,trade,0.459,нейтрально,44.52,0.03,0.0,0,0.51,obligation(1.00)
115,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
116,guard_borko,30,30,0.0,0.0,1.0,block_path,0.588,нейтрально,18.35,0.0,0.0,0,0.51,
116,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.353,нейтрально,104.04,0.0,0.0,0,0.5,
116,maid_lusya,15,15,3.91,0.0,1.0,seek_ally,0.191,нейтрально,7.04,0.01,0.0,0,0.49,
116,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.652,нейтрально,62.64,0.0,0.0,0,0.5,
116,thief_shadow,35,35,55.95,0.0,1.0,ambush,0.327,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
116,tavern_keeper_tornin,40,40,0.6,0.0,1.0,trade,0.376,нейтрально,44.52,0.03,0.0,0,0.52,obligation(1.00)
116,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
117,guard_borko,30,30,0.0,0.0,1.0,block_path,0.588,нейтрально,18.35,0.0,0.0,0,0.52,
117,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.444,нейтрально,104.04,0.0,0.0,0,0.51,
117,maid_lusya,15,15,3.92,0.0,1.0,call_for_help,0.28,нейтрально,7.04,0.01,0.0,0,0.5,
117,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.724,нейтрально,62.64,0.0,0.0,0,0.51,
117,thief_shadow,35,35,56.95,0.0,1.0,ambush,0.417,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
117,tavern_keeper_tornin,40,40,0.63,0.0,1.0,trade,0.245,нейтрально,44.52,0.03,0.0,0,0.53,obligation(1.00)
117,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
118,guard_borko,30,30,0.0,0.0,1.0,block_path,0.512,нейтрально,18.35,0.0,0.0,0,0.54,
118,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.568,нейтрально,104.04,0.0,0.0,0,0.52,
118,maid_lusya,15,15,3.93,0.0,1.0,call_for_help,0.308,нейтрально,7.04,0.01,0.0,0,0.5,
118,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.818,нейтрально,62.64,0.0,0.0,0,0.52,
118,thief_shadow,35,35,57.95,0.0,1.0,ambush,0.461,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
118,tavern_keeper_tornin,40,40,0.66,0.0,1.0,talk,0.434,нейтрально,44.52,0.03,0.0,0,0.54,obligation(1.00)
118,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
119,guard_borko,30,30,0.0,0.0,1.0,block_path,0.45,нейтрально,18.35,0.0,0.0,0,0.55,
119,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.709,нейтрально,104.04,0.0,0.0,0,0.53,
119,maid_lusya,15,15,3.94,0.0,1.0,seek_ally,0.274,нейтрально,7.04,0.01,0.0,0,0.51,
119,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.915,нейтрально,62.64,0.0,0.0,0,0.53,
119,thief_shadow,35,35,58.95,0.0,1.0,ambush,0.535,тревога,35.24,1.0,0.0,0,0.95,income_urge(0.95)
119,tavern_keeper_tornin,40,40,0.69,0.0,1.0,talk,0.526,нейтрально,44.52,0.03,0.0,0,0.55,obligation(1.00)
119,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
120,guard_borko,30,30,0.0,0.0,1.0,block_path,0.251,нейтрально,19.05,0.0,0.0,0,0.56,
120,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.723,нейтрально,103.34,0.0,0.0,0,0.54,
120,maid_lusya,15,15,2.45,0.0,1.0,seek_ally,0.186,нейтрально,7.34,-1.49,0.0,0,0.58,
120,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.917,нейтрально,62.64,0.0,0.0,0,0.54,
120,thief_shadow,35,35,50.96,0.0,1.0,ambush,0.587,тревога,35.24,-7.99,0.0,0,0.95,income_urge(0.95)
120,tavern_keeper_tornin,40,40,0.0,0.0,1.0,talk,0.533,нейтрально,44.22,-0.69,0.0,0,0.56,obligation(1.00)
120,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
121,guard_borko,30,30,0.0,0.0,1.0,block_path,0.294,нейтрально,18.9,0.0,0.0,0,0.31,
121,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.744,нейтрально,102.94,0.0,0.0,0,0.31,
121,maid_lusya,15,15,2.46,0.0,1.0,seek_ally,0.301,нейтрально,7.24,0.01,0.0,0,0.66,hunger(0.66)
121,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.85,нейтрально,62.34,0.0,0.0,0,0.55,
121,thief_shadow,35,35,51.96,0.0,1.0,ambush,0.666,тревога,35.14,1.0,0.0,0,0.95,hunger(0.66); income_urge(0.95)
121,tavern_keeper_tornin,40,40,0.03,0.0,1.0,talk,0.622,нейтрально,43.97,0.03,0.0,0,0.31,obligation(1.00)
121,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
122,guard_borko,30,30,0.0,0.0,1.0,idle,0.0,нейтрально,18.9,0.0,0.0,0,0.36,
122,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.727,нейтрально,102.94,0.0,0.0,0,0.34,
122,maid_lusya,15,15,2.47,0.0,1.0,seek_ally,0.27,нейтрально,7.13,0.01,0.0,0,0.32,
122,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.973,нейтрально,62.34,0.0,0.0,0,0.56,
122,thief_shadow,35,35,52.96,0.0,1.0,ambush,0.556,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
122,tavern_keeper_tornin,40,40,0.06,0.0,1.0,talk,0.592,нейтрально,44.19,0.03,0.0,0,0.32,obligation(1.00)
122,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
123,guard_borko,30,30,0.0,0.0,1.0,ambush,0.369,нейтрально,18.9,0.0,0.0,0,0.43,
123,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.874,нейтрально,106.94,0.0,0.0,0,0.43,
123,maid_lusya,15,15,2.48,0.0,1.0,seek_ally,0.278,нейтрально,7.13,0.01,0.0,0,0.33,
123,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.752,нейтрально,62.34,0.0,0.0,0,0.57,
123,thief_shadow,35,35,53.96,0.0,1.0,ambush,0.676,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
123,tavern_keeper_tornin,40,40,0.09,0.0,1.0,talk,0.528,нейтрально,44.19,0.03,0.0,0,0.33,obligation(1.00)
123,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
124,guard_borko,30,30,0.0,0.0,1.0,ambush,0.278,нейтрально,18.9,0.0,0.0,0,0.5,
124,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.768,нейтрально,106.94,0.0,0.0,0,0.34,
124,maid_lusya,15,15,2.49,0.0,1.0,seek_ally,0.343,нейтрально,7.13,0.01,0.0,0,0.34,
124,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.697,нейтрально,62.34,0.0,0.0,0,0.58,
124,thief_shadow,35,35,54.96,0.0,1.0,ambush,0.583,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
124,tavern_keeper_tornin,40,40,0.12,0.0,1.0,talk,0.674,нейтрально,44.19,0.03,0.0,0,0.34,obligation(1.00)
124,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
125,guard_borko,30,30,0.0,0.0,1.0,ambush,0.391,нейтрально,18.9,0.0,0.0,0,0.57,
125,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.799,нейтрально,106.94,0.0,0.0,0,0.35,
125,maid_lusya,15,15,2.5,0.0,1.0,seek_ally,0.484,нейтрально,7.13,0.01,0.0,0,0.35,
125,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.592,нейтрально,62.34,0.0,0.0,0,0.59,
125,thief_shadow,35,35,55.96,0.0,1.0,ambush,0.495,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
125,tavern_keeper_tornin,40,40,0.15,0.0,1.0,talk,0.561,нейтрально,44.19,0.03,0.0,0,0.35,obligation(1.00)
125,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
126,guard_borko,30,30,0.0,0.0,1.0,ambush,0.514,нейтрально,18.9,0.0,0.0,0,0.64,hunger(0.64)
126,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.717,нейтрально,106.94,0.0,0.0,0,0.36,
126,maid_lusya,15,15,2.51,0.0,1.0,seek_ally,0.491,нейтрально,7.13,0.01,0.0,0,0.41,
126,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.503,нейтрально,62.34,0.0,0.0,0,0.6,income_urge(0.60)
126,thief_shadow,35,35,56.96,0.0,1.0,ambush,0.352,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
126,tavern_keeper_tornin,40,40,0.18,0.0,1.0,talk,0.643,нейтрально,44.43,0.03,0.0,0,0.42,obligation(1.00)
126,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
127,guard_borko,30,30,0.0,0.0,1.0,ambush,0.36,нейтрально,18.79,0.0,0.0,0,0.37,
127,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.533,нейтрально,106.94,0.0,0.0,0,0.37,
127,maid_lusya,15,15,2.52,0.0,1.0,seek_ally,0.33,нейтрально,7.13,0.01,0.0,0,0.37,
127,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.536,нейтрально,62.34,0.0,0.0,0,0.61,income_urge(0.61)
127,thief_shadow,35,35,57.96,0.0,1.0,ambush,0.281,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
127,tavern_keeper_tornin,40,40,0.21,0.0,1.0,talk,0.518,нейтрально,44.54,0.03,0.0,0,0.38,obligation(1.00)
127,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
128,guard_borko,30,30,0.0,0.0,1.0,ambush,0.396,нейтрально,18.79,0.0,0.0,0,0.39,
128,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.57,нейтрально,106.94,0.0,0.0,0,0.43,
128,maid_lusya,15,15,2.53,0.0,1.0,seek_ally,0.3,нейтрально,7.13,0.01,0.0,0,0.37,
128,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.285,нейтрально,62.34,0.0,0.0,0,0.62,income_urge(0.62)
128,thief_shadow,35,35,58.96,0.0,1.0,ambush,0.293,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
128,tavern_keeper_tornin,40,40,0.24,0.0,1.0,talk,0.431,нейтрально,44.54,0.03,0.0,0,0.39,obligation(1.00)
128,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
129,guard_borko,30,30,0.0,0.0,1.0,ambush,0.544,нейтрально,18.79,0.0,0.0,0,0.4,
129,merchant_goran,20,20,0.0,0.0,1.0,offer_job,0.336,нейтрально,108.94,0.0,0.0,0,0.51,
129,maid_lusya,15,15,2.54,0.0,1.0,seek_ally,0.254,нейтрально,7.13,0.01,0.0,0,0.38,
129,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.223,нейтрально,62.34,0.0,0.0,0,0.63,income_urge(0.63)
129,thief_shadow,35,35,59.96,0.0,1.0,block_path,0.379,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
129,tavern_keeper_tornin,40,40,0.27,0.0,1.0,talk,0.398,нейтрально,44.54,0.03,0.0,0,0.4,obligation(1.00)
129,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
130,guard_borko,30,30,0.0,0.0,1.0,ambush,0.494,нейтрально,18.79,0.0,0.0,0,0.41,
130,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.553,нейтрально,108.94,0.0,0.0,0,0.6,
130,maid_lusya,15,15,2.55,0.0,1.0,idle,0.0,нейтрально,7.13,0.01,0.0,0,0.39,
130,blacksmith_orm,45,45,0.0,0.0,1.0,change_role,0.318,нейтрально,62.34,0.0,0.0,0,0.64,income_urge(0.64)
130,thief_shadow,35,35,60.96,0.0,1.0,block_path,0.392,тревога,35.03,1.0,0.0,0,0.95,income_urge(0.95)
130,tavern_keeper_tornin,40,40,0.3,0.0,1.0,talk,0.286,нейтрально,44.54,0.03,0.0,0,0.41,obligation(1.00)
130,player,100,100,0.0,0.0,1.0,survive,0.0,спокоен,47.34,0.0,0.0,0,0.95,hunger
131,guard_borko,30,30,0.0,0.0,1.0,ambush,0.527,нейтрально,18.79,0.0,0.0,0,0.42,
131,merchant_goran,20,20,0.0,0.0,1.0,request_service,0.693,нейтрально,108.94,0.0,0.0,0,0.68,hunger(0.68)
131,maid_lusya,15,15,2.56,0.0,1.0,call_for_help,0.256,нейтрально,7.13,0.01,0.0,0,0.41,
131,blacksmith_orm,45,45,0.0,0.0,1.0,request_service,0.687,нейтрально,62.34,0.0,0.0,0,0.67,hunger(0.67); income_urge(0.65)
